Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
93,3,1,2,0,1,@CaelanG15: @22EdHam: @CaelanG15 that nigga was eating that hoe lol Hell Yea lol john Paul nigga said john Paul... http://t.co/OSIpBKPr9h
94,3,0,3,0,1,"@CanIFuckOrNah: Ką darytų jūsų visos lil bjaurios plikos kalės, jei nustotų gaminti makiažą & amp; pynimą?"
95,3,1,2,0,1,"@CarelessOne92: Leafs geriau tegul laimi šias prakeiktas rungtynes, kad galėčiau eiti riaušių ir šūdų #EarlyChristmas geriau pradėkite plėšti mano nig"
96,3,0,3,0,1,@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it. @CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.
97,3,0,3,0,1,@CauseWereGuys: Pakeliui dulkinti yo bitch http://t.co/j906T5zE2R mane kaip 9 metų
98,3,0,3,0,1,@CeleyNichole: @white_thunduh how come why come you never bring me food i dont have a car retard
99,3,0,3,0,1,@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore chill I brought like 8 prople
100,3,1,2,0,1,@ChandlerParsons: How bout them Cowboys!!!! Shutup pussy
101,3,0,3,0,1,@ClicquotSuave: LMAOOOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI &lt;bitch want likes for some depressing shit..foh
102,3,0,3,0,1,"@Coley_Cee: @lil_aerii mergina tu žinai, kad aš tau spjaudžiau tą G šūdą &amp; tu eidavai lbvs bitch plz"
103,3,0,3,0,1,@Coley_Cee: lmao bitch don't trick me again lmao bitch don't trick me again lmao bitch don't trick me again lmao bitch don't trick me again lmao bitch don't trick me again
104,3,0,2,1,1,@ComedyPosts: Harlem shake - tai tik pretekstas 30 sekundžių būti visiškai atsilikusiam.
105,3,0,3,0,1,"@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxrgerai, bet jai nereikia elgtis kaip moterytei vien dėl to, kad ji emociškai pažeista foh"
106,3,0,3,0,1,"@CoryBandz: turėti vieną ištikimą moterį yra kur kas geriau, nei turėti prostitutes , idc &#128175;"
107,3,0,3,0,1,@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;
108,3,0,3,0,1,@DBAB_Holloway: Check out our 12th man. #CowboysNation net ir su visais tais pederastų ny sirgaliais tribūnose
109,3,0,3,0,1,@DGotBricks: Kas atsitiko jiems vixen ent bitches jie buvo paleisti ir išmesti į šoną kaip padangių kalnų kalės
110,3,0,3,0,1,@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056; wow
111,3,3,0,0,0,"@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe Vis tiek laikosi #TehGodClan http://t.co/xUCcwoetmn"
112,3,0,3,0,1,@DiamondLoudKush: The fuck be wrong with these bitches? Niekas nežino
113,3,0,3,0,1,@Dietrich1892: Yall shut up:p make me bitch
114,3,1,2,0,1,@DionaIrish: I hate a I'm pregnant type of bitch.
115,3,0,3,0,1,@DoYou_Q: Got bitches in the DM but I don't ever read'em which is y your top 3
116,3,0,0,3,2,@DomWorldPeace: Beisbolo sezonas už pergalę. #Yankees Čia prasidėjo meilė
117,3,0,3,0,1,"@Dommoneek: Mažas kvailas kaip kalė, aš su jumis nesipykstu..."
118,3,0,3,0,1,"@DreadheadAri: ji tikrai paklausė manęs, kad negyvai rimtai, viskas, ką galėjau pasakyti, buvo bitch wheet LOL"
119,3,0,0,3,2,"@DunderbaIl: Aš esu ankstyvas paukštis ir naktinė pelėda, todėl esu išmintingas ir turiu kirminų."
120,3,0,1,2,2,@EdgarPixar: Perdozavimas sunkiaisiais narkotikais šiandien skamba neblogai. Kasdien darau tą šūdą su putomis.
121,3,0,0,3,2,@El_Grillo1: Pitbuliai nufotografuoti kaip mielos pasakų būtybės http://t.co/Q0Sm89oOLh&#8221;
122,3,0,3,0,1,"@Ferocious_Ghost: ...fag, don't tweet aw to me lol"
123,3,0,0,3,2,"@FloKid88: Kol Lakers nuo šiol šiukšlina, man gali būti nerūpėti. Ir tai tikra.. CC: @BENBALLER hahaha"
124,3,0,3,0,1,@Frosstyy_: @h0rheyd Aš nieko nesakiau tho pabučiuok mane tada piderastas
125,3,0,0,3,2,"@FunnyPicsDepot: this the I play soccer, cheat on girls, and wear khaki colour cargos haircut http://t.co/ZUai7qWBIR &#128514; yup"
126,3,0,3,0,1,@G27Status: Galėčiau gauti storą užpakalinę kalę ant savo kelių tas pats
127,3,0,3,0,1,@GEDMelle: 17 praleistų skambučių!!!! &#128544;&#128545; Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle
128,6,0,6,0,1,@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao &#128514;&#128514;&#128514;&#128514;&#128514;
129,3,0,3,0,1,@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221; fuck yeah
130,3,0,3,0,1,@GirlThatsVonte: These hoes be thinking Meat won't slap the ass they &#128564;&#128075; ainna bruh
131,3,0,3,0,1,@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#128564;&#9995;&#128514;&#128514;&#128514;
132,3,0,3,0,1,@GirlThatsVonte: Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit
133,3,0,3,0,1,@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from I wanna have sex with my mom fuck her right in that pussy where I came from Damn you got hacked like fuck
134,6,0,6,0,1,@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!lmfao
135,3,0,3,0,1,@Goofstroop: Tu a woulda coulda shoulda ass hoe &#128563;&#128586;
136,3,0,3,0,1,@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisherpreciate that bitch roll up!
137,3,0,3,0,1,@HBMostDope: @1Jayee @PipinHoes siųsdavo tą kalę į viršų
138,6,0,6,0,1,@HBMostDope: Šlykščios kalės būk kaip aš savo WCW duh bitch you ain't nobody elses&#128514;&#128514;
139,3,1,2,0,1,"@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes. ...nah, I throw no look passes lmao"
141,3,1,2,0,1,@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.
142,3,0,1,2,2,@HermosaAlma: Tai ne getas.....tai protinga https://t.co/MPAzQ3Jswf Aš tai darau idc
143,3,0,2,1,1,"@HiImJoriB: aš žmona būčiau motulė tik dėl to, kad mums nerūpėtų, jog apgaudinėjame vienas kitą. ...kam apskritai versti santykius?"
144,3,0,3,0,1,@HornyFacts: Būti vienišam nėra pasiteisinimas būti moteryte. @TheOneMiss_Luu
145,3,1,2,0,1,@HoskinsTy96: White boy power bitch Black power bitch
146,3,0,3,0,1,"@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts & amp; fuck hoes! Bro white dudes have no chill."
147,3,0,3,0,1,@IScoutGirls: @verbally_abrupt bitch where u was Aplink pasaulį ir atgal. Kur tu buvai?
148,3,0,3,0,1,"@ItsYahBoiRay: @anelylove jei per tavo vakarėlį man nečiulpia varpos bloga kalė, tai aš ją užmušiu &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; *by @anelylove *"
149,3,0,2,1,1,@Itsyesie: #oomf yra toks mielas. Bet ant jo tikriausiai daug kur užkliuvo prostitutės.
150,3,0,3,0,1,@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x lmao damn captain SaveAHoe
151,3,0,1,2,2,@JReebo: Kas tada nori įkišti nosį į šiuos blogus boisus #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I karštos kojinės ir kojos
152,3,0,3,0,1,@JamesyNBA: Norėčiau būti tokia kalė kaip mano brolis keezy &#128530; ooooow I bet you do
153,6,0,6,0,1,"@JasminePore: Jei per Heloviną persirengei katinu, esi elementarus. ...arba pūkuotukas"
154,4,0,4,0,1,"@Jewelxo: Ar gali pornhub tiesiog gauti žaidimų transliacijos funkciją, kad šios kvailos kalės galėtų gtfo @Pornhub get on it Katie&lt;3"
155,3,0,3,0,1,"@JoeBudden: nustok bijoti dusinti ją sekso metu u bitch ass niggas. She&#8217;ll like it.. Sako vaikinas, kuris muša moteris iš lovos. FOH"
156,3,0,3,0,1,@Johnny55Perez: @white_thunduh ha ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig
157,6,0,6,0,1,"@KazAtta: @1TAKEHOV O, žmogau.. its 5 am, you off a molly, ho where the fuck ya seed at??  #fixed"
158,3,0,3,0,1,"@KelsieBelsi: Tu nesi vyras, jei kiekvieną merginą vadini kalė"
159,3,0,3,0,1,@KeyshawnSwag: Lmfao ši katė pradėjo mušti mane My nigga finally got some pussy?!? MY NIGGA!!!
160,3,0,1,2,2,@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line ooooow who tf said that trash!!!?
161,3,0,2,1,1,@KingCuh: @16stanleys io io io alu record ho vine sai pe hahahaha lol anywaaaaaays..... haha
162,3,0,3,0,1,"@KingHendo95: @VonDreaam naw tai mano sena kasetė. naujas viršelis . mano būsimas mixtape yra #KingOfTheHill Taip, aš laukiu to hoe Mayne!"
163,3,0,3,0,1,@KingTeej_: Ol dirty foot ass bitches... Tai man buvo per daug juokinga.
164,3,0,3,0,1,"@King_Shawn_6: @white_thunduh štai iš kur aš gaunu geltonas vėliavėles už tai, kad esu nuostabus &#128079;&#128524; HELL YEAH NIGGY"
165,3,0,3,0,1,@KissMySmilee: Don't got time for bitches to be actin iffy.
166,3,0,0,0,3,"2,@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!! Tai vis dar ankstyvojo paukščio specialusis. #ComeAtMeUT"
167,3,0,2,1,1,@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl
168,3,0,3,0,1,"@LCisTJ: Bruh, jūs, eržilai, vis galvojate, kad esu minkštas kaip pragaras. Paklausk ya merginos, kiek kartų ji rėkė, kad yra mano kalė. O, gerai. STFU. BYE HOE!"
169,3,0,3,0,1,@LODYCASH: sausos kalės visada kaltina prezervatyvą&#128514;&#128079;&#128514;&#128079;&#128514;
170,3,0,3,0,1,@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5 &#128557;&#128514;
171,3,0,3,0,1,"@LaFlareGodJosh: Gucci Mane kalėjime ir kas mėnesį leidžia mikstapus, o jūs, hoes, net nesugebate atrašyti į žinutes."
172,3,0,3,0,1,@Latrobemark: You love these hoes more than money wats wrong these niggas
173,6,0,6,0,1,@LeBronVuitton: Lojali kalė iš priemiesčio be problemų su tėčiu yra tarsi rasti holografinį Mewtwo. ...skamba kaip aš ten lol
174,3,0,3,0,1,"@LiLFridayHOE: Easy cum, easy hoe Tai faktas !"
175,3,0,3,0,1,@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7 Didžiausia fucking respect for Charlie Sheen. Charlie Sheen is too real http://t.co/gGGdK3kOV7 Didžiausia fucking respect for Charlie Sheen.
176,3,0,3,0,1,"@Lightskingawdd: Norėčiau, kad turėčiau bae &#128533;"
177,3,0,3,0,1,@Lil_Mike_12: Fuck twerking bitch can you cook ?
178,3,0,3,0,1,@Linniekravitz: @WesGodLaFlare bitch wtf http://t.co/DaSmycxODB
179,3,1,2,0,1,"@Lipe_the_Great: &#8220;@h0rheyd: @Lipe_the_Great: Užsičiaupk zoe kovok su manimi pussy&#8221; dėl zoe? Man gerai, žmogau. Jūs esate gera ponia. Move along now"
180,3,0,3,0,1,@LolaaIsDope: Lmao fucking snake bitches @ em
181,3,0,3,0,1,@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525; prakeikti &#127807;&#128064;&#127807;
182,3,0,0,3,2,"@MLBNetwork: Sekite @MLBNetwork, kad sužinotumėte naujausią informaciją apie pranešimą, kad @Yankees 1B @teixeiramark25 negalės sportuoti 8-10 savaičių @dliming35 #bum"
183,3,0,0,3,2,"@M_Rad: &#8220;@DezDLT: Žaidžiu futbolą, apgaudinėju merginas ir dėviu chaki spalvos drabužius kirpimas http://t.co/tYCIhD6PkW&#8221; taip lmfao@soccerboy_04"
184,3,0,3,0,1,@MadFlyentist: Oregonas dusina kiekvienais metais išeiti iš aikštės šiukšlių asilo programa RFT
185,3,0,3,0,1,"@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever ..dude cried like a bitch on tv, over Romo"
186,3,3,3,0,0,"0,@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR Štai kodėl yra juodaodžiai ir negrai"
187,3,0,3,0,1,"@Master11_: @20ToLife_ @GabrielaStarr Kaip tu galėjai man taip pasielgti, kalė? Galingas"
188,3,0,1,2,2,"@MaxMayo77: http://t.co/3Jk4kR44X3 susierzinęs vaikinas praeina. Aš laižyčiau jo purvinus padus, kol jis miegojo."
189,3,0,1,2,2,@MaxMayo77: http://t.co/PrrskknqRv mėgstu bernužėlį su minkštais ilgais padais
190,3,0,1,2,2,@MaxMayo77: http://t.co/XpSC3makgJ seksualus vaikinas su karštais padais ir skliautais.
191,3,0,3,0,1,"@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes priklauso nuo moters, kurią jaučiu"
192,3,0,0,3,2,@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588; Aš turiu hicks lol
193,3,1,2,0,1,"@Migsmichelen: This new twitter is confusing the shit out of me. Grįžk į Pietų Ameriką, kalė"
194,3,0,3,0,1,"@Miikito_x3: Mikikita: Toto reiškia užpakalį ar vaginą? Manau, kad putė, nes Toto santi yra kaip šlykšti putė"
195,3,0,3,0,1,"@MikelaHenry: o kas, jei jis iš tikrųjų pasirinks šlykščią kalę, o ne tave? &#58381;Jos užpakalis turi būti storas!"
196,3,0,3,0,1,@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;&#127752; dis why i love miley :*
197,3,0,3,0,1,"@Montrell_: &#128530; I'm tired of bitches saying I look mean... &#128530; nigga you big af, wear tight shirts, and grim everybody."
198,6,0,0,6,2,"@MotherJones: 10 paukščių, kurių dėl klimato kaitos jūsų anūkai galbūt niekada nepamatys http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm #Klimatas"
199,3,0,3,0,1,@MvckFadden: Stay beautiful you bitch
200,3,0,3,0,1,@NICKIMINAJ: #WutKinda
201,3,0,3,0,1,@NastyCopper: Money getting taller and bitches getting blurry
202,3,1,1,2,0,"1,@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514; Aš esu apsėsta savo &#128529;"
203,3,0,2,1,1,@Nicholas_ted33: Kobe stay talking trash. Bet nepamirškime http://t.co/VH4tnEkvTP @J_Austin12 Norėjau tai padaryti. Smh.
204,3,2,1,0,0,@NoChillPaz: Aš bent jau ne negras http://t.co/RGJa7CfoiT
205,3,0,3,0,1,"@No_FAKINGG: Žmonės manęs visada klausia, su kuo esu maišytas. She a bad asian bitch lol"
206,3,2,1,0,0,@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward bet jis bent jau nėra invalidas kaip tavo herojus Roach lmaoo
207,3,0,1,2,2,@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters namai įsivaizduojamoms šiukšlėms&#8221; WHOA CHILL
208,6,0,5,1,1,"@OfficialReplay: ...jei esi pavargęs, tylėk ir eik miegoti, hoe!"
209,3,0,3,0,1,@PRAYINGFORHEAD: &#8220;@macklemroe: Nustok vestis keistus negrus į mano menesius! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK
210,3,0,3,0,1,@PRETTyBOSs_BRAt: Mes nemylime šių hoes &#128080;&#128581;
211,3,0,3,0,1,@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!
212,3,0,3,0,1,"@Patsfanjoe32: @d_palomino52 Manau, kad blogiausias patarimas, kurį tau daviau, buvo  nebūk putinas ir pagreitink lol"
213,3,0,3,0,1,@PoemsPorn: pacituok šį tviterį su savo mėgstamiausiu gyvūnu. pussy
214,3,0,3,0,1,"@Poetic_Success: Nekenčiu, kai striptizo šokėjos sako, kad jos yra šokėjos. Hoe, baleto šokėjos nešokinėja savo putės pagal Beethoveną. Tu esi STRIPERĖ!"
215,3,0,3,0,1,@Poffalicious: Andrewbryant: Poff po 2 alaus turi dvigubą regėjimą
216,3,0,3,0,1,@Poobie_: Kai kalės TWERK kompiuteryje....
217,3,0,3,0,1,"@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, TAI yra menas. http://t.co/EPHRWxMBHr&#8221; niekas neima jo kalės!"
218,3,0,1,2,2,@QUAN1T0: 61 proc. gerovės ir (arba) valstybės pagalbos prašo baltaodžiai. So y'all black slander is trash now.
219,3,0,3,0,1,"@QUAN1T0: Šioms kalėms nerūpi, jos tiesiog vaidina šį vaidmenį."
220,6,0,6,0,1,"@Queen_Kaaat: Prireikė laiko, kol mane suradote, bet aš pasislėpiau Liepoje."
221,6,3,2,1,0,"@RTNBA: Drakes naujieji bateliai, kuriuos išleis Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM ....dudes a fag"
