Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
55.0,3.0,0.0,3.0,0.0,1.0,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gėjai niggas negalėjo sulaukti, kol šįvakar elgsis kaip kalės"
59.0,3.0,0.0,3.0,0.0,0.0,"1,...Viskas, ką noriu daryti, tai gauti pinigų ir dulkinti modelių kales! - Russell Simmons"
60.0,3.0,0.0,2.0,1.0,1.0,"@2015seniorprobs: Tikriausiai man ne taip trukdytų mokykla, jei nereikėtų susidurti su kalės užpakalio mokytojais. Retweet"
61.0,3.0,0.0,3.0,0.0,1.0,"@A7XDemery: Aš esu šūdinas pederastas, jie sakė"
62.0,3.0,0.0,3.0,0.0,1.0,"@ARIZZLEINDACUT: Moterys mano, kad dabar susitikinėti su pizduku yra miela? http://t.co/VxBJg26Gsz Kaip tai, kad jis daro šiuos dalykus, jį padaro pizduku?"
67.0,3.0,0.0,1.0,2.0,2.0,@Allyhaaaaa: Lemmie valgyti Oreo &amp; padaryti šiuos indus. Lemmie valgyti Oreo &amp; padaryti šiuos indus. Vienas oreo? Lol
73.0,3.0,0.0,3.0,0.0,1.0,"@BRO_HEN314: #Eaglesnation ir kiekvienas #Eagles turi pamatyti tą nuotrauką, kurią ką tik paskelbiau, nes ta kalė ką tik pasakė patį rasistiškiausią šūdą"
80.0,9.0,0.0,7.0,2.0,1.0,"@BestProAdvice: Faktai apie tatuiruotes... tatuiruotė http://t.co/ZwnbhpDZ8e jis yra pizda, kad netatuiruoja jų spenelių"
84.0,3.0,0.0,3.0,0.0,1.0,"@BlackNerdJade: Ok, sis. Ji mieliau būtų suluošinta kalė? *shrugs* ji turės man papasakoti, kaip jai tai sekasi"
91.0,3.0,1.0,2.0,0.0,1.0,@CCobey: @AydanMcCoy su gimtadieniu nigs Ačiū yo
94.0,3.0,0.0,3.0,0.0,1.0,"@CanIFuckOrNah: Ką darytų jūsų visos lil bjaurios plikos kalės, jei nustotų gaminti makiažą & amp; pynimą?"
95.0,3.0,1.0,2.0,0.0,1.0,"@CarelessOne92: Leafs geriau tegul laimi šias prakeiktas rungtynes, kad galėčiau eiti riaušių ir šūdų #EarlyChristmas geriau pradėkite plėšti mano nig"
97.0,3.0,0.0,3.0,0.0,1.0,@CauseWereGuys: Pakeliui dulkinti yo bitch http://t.co/j906T5zE2R mane kaip 9 metų
102.0,3.0,0.0,3.0,0.0,1.0,"@Coley_Cee: @lil_aerii mergina tu žinai, kad aš tau spjaudžiau tą G šūdą &amp; tu eidavai lbvs bitch plz"
104.0,3.0,0.0,2.0,1.0,1.0,@ComedyPosts: Harlem shake - tai tik pretekstas 30 sekundžių būti visiškai atsilikusiam.
105.0,3.0,0.0,3.0,0.0,1.0,"@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxrgerai, bet jai nereikia elgtis kaip moterytei vien dėl to, kad ji emociškai pažeista foh"
106.0,3.0,0.0,3.0,0.0,1.0,"@CoryBandz: turėti vieną ištikimą moterį yra kur kas geriau, nei turėti prostitutes , idc &#128175;"
109.0,3.0,0.0,3.0,0.0,1.0,@DGotBricks: Kas atsitiko jiems vixen ent bitches jie buvo paleisti ir išmesti į šoną kaip padangių kalnų kalės
116.0,3.0,0.0,0.0,3.0,2.0,@DomWorldPeace: Beisbolo sezonas už pergalę. #Yankees Čia prasidėjo meilė
117.0,3.0,0.0,3.0,0.0,1.0,"@Dommoneek: Mažas kvailas kaip kalė, aš su jumis nesipykstu..."
118.0,3.0,0.0,3.0,0.0,1.0,"@DreadheadAri: ji tikrai paklausė manęs, kad negyvai rimtai, viskas, ką galėjau pasakyti, buvo bitch wheet LOL"
119.0,3.0,0.0,0.0,3.0,2.0,"@DunderbaIl: Aš esu ankstyvas paukštis ir naktinė pelėda, todėl esu išmintingas ir turiu kirminų."
120.0,3.0,0.0,1.0,2.0,2.0,@EdgarPixar: Perdozavimas sunkiaisiais narkotikais šiandien skamba neblogai. Kasdien darau tą šūdą su putomis.
121.0,3.0,0.0,0.0,3.0,2.0,@El_Grillo1: Pitbuliai nufotografuoti kaip mielos pasakų būtybės http://t.co/Q0Sm89oOLh&#8221;
123.0,3.0,0.0,0.0,3.0,2.0,"@FloKid88: Kol Lakers nuo šiol šiukšlina, man gali būti nerūpėti. Ir tai tikra.. CC: @BENBALLER hahaha"
124.0,3.0,0.0,3.0,0.0,1.0,@Frosstyy_: @h0rheyd Aš nieko nesakiau tho pabučiuok mane tada piderastas
126.0,3.0,0.0,3.0,0.0,1.0,@G27Status: Galėčiau gauti storą užpakalinę kalę ant savo kelių tas pats
137.0,3.0,0.0,3.0,0.0,1.0,@HBMostDope: @1Jayee @PipinHoes siųsdavo tą kalę į viršų
138.0,6.0,0.0,6.0,0.0,1.0,@HBMostDope: Šlykščios kalės būk kaip aš savo WCW duh bitch you ain't nobody elses&#128514;&#128514;
142.0,3.0,0.0,1.0,2.0,2.0,@HermosaAlma: Tai ne getas.....tai protinga https://t.co/MPAzQ3Jswf Aš tai darau idc
143.0,3.0,0.0,2.0,1.0,1.0,"@HiImJoriB: aš žmona būčiau motulė tik dėl to, kad mums nerūpėtų, jog apgaudinėjame vienas kitą. ...kam apskritai versti santykius?"
144.0,3.0,0.0,3.0,0.0,1.0,@HornyFacts: Būti vienišam nėra pasiteisinimas būti moteryte. @TheOneMiss_Luu
148.0,3.0,0.0,3.0,0.0,1.0,"@ItsYahBoiRay: @anelylove jei per tavo vakarėlį man nečiulpia varpos bloga kalė, tai aš ją užmušiu &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; *by @anelylove *"
149.0,3.0,0.0,2.0,1.0,1.0,@Itsyesie: #oomf yra toks mielas. Bet ant jo tikriausiai daug kur užkliuvo prostitutės.
151.0,3.0,0.0,1.0,2.0,2.0,@JReebo: Kas tada nori įkišti nosį į šiuos blogus boisus #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I karštos kojinės ir kojos
152.0,3.0,0.0,3.0,0.0,1.0,@JamesyNBA: Norėčiau būti tokia kalė kaip mano brolis keezy &#128530; ooooow I bet you do
153.0,6.0,0.0,6.0,0.0,1.0,"@JasminePore: Jei per Heloviną persirengei katinu, esi elementarus. ...arba pūkuotukas"
154.0,4.0,0.0,4.0,0.0,1.0,"@Jewelxo: Ar gali pornhub tiesiog gauti žaidimų transliacijos funkciją, kad šios kvailos kalės galėtų gtfo @Pornhub get on it Katie&lt;3"
155.0,3.0,0.0,3.0,0.0,1.0,"@JoeBudden: nustok bijoti dusinti ją sekso metu u bitch ass niggas. She&#8217;ll like it.. Sako vaikinas, kuris muša moteris iš lovos. FOH"
158.0,3.0,0.0,3.0,0.0,1.0,"@KelsieBelsi: Tu nesi vyras, jei kiekvieną merginą vadini kalė"
159.0,3.0,0.0,3.0,0.0,1.0,@KeyshawnSwag: Lmfao ši katė pradėjo mušti mane My nigga finally got some pussy?!? MY NIGGA!!!
162.0,3.0,0.0,3.0,0.0,1.0,"@KingHendo95: @VonDreaam naw tai mano sena kasetė. naujas viršelis . mano būsimas mixtape yra #KingOfTheHill Taip, aš laukiu to hoe Mayne!"
164.0,3.0,0.0,3.0,0.0,1.0,"@King_Shawn_6: @white_thunduh štai iš kur aš gaunu geltonas vėliavėles už tai, kad esu nuostabus &#128079;&#128524; HELL YEAH NIGGY"
168.0,3.0,0.0,3.0,0.0,1.0,"@LCisTJ: Bruh, jūs, eržilai, vis galvojate, kad esu minkštas kaip pragaras. Paklausk ya merginos, kiek kartų ji rėkė, kad yra mano kalė. O, gerai. STFU. BYE HOE!"
169.0,3.0,0.0,3.0,0.0,1.0,@LODYCASH: sausos kalės visada kaltina prezervatyvą&#128514;&#128079;&#128514;&#128079;&#128514;
171.0,3.0,0.0,3.0,0.0,1.0,"@LaFlareGodJosh: Gucci Mane kalėjime ir kas mėnesį leidžia mikstapus, o jūs, hoes, net nesugebate atrašyti į žinutes."
173.0,6.0,0.0,6.0,0.0,1.0,@LeBronVuitton: Lojali kalė iš priemiesčio be problemų su tėčiu yra tarsi rasti holografinį Mewtwo. ...skamba kaip aš ten lol
176.0,3.0,0.0,3.0,0.0,1.0,"@Lightskingawdd: Norėčiau, kad turėčiau bae &#128533;"
182.0,3.0,0.0,0.0,3.0,2.0,"@MLBNetwork: Sekite @MLBNetwork, kad sužinotumėte naujausią informaciją apie pranešimą, kad @Yankees 1B @teixeiramark25 negalės sportuoti 8-10 savaičių @dliming35 #bum"
183.0,3.0,0.0,0.0,3.0,2.0,"@M_Rad: &#8220;@DezDLT: Žaidžiu futbolą, apgaudinėju merginas ir dėviu chaki spalvos drabužius kirpimas http://t.co/tYCIhD6PkW&#8221; taip lmfao@soccerboy_04"
184.0,3.0,0.0,3.0,0.0,1.0,@MadFlyentist: Oregonas dusina kiekvienais metais išeiti iš aikštės šiukšlių asilo programa RFT
186.0,3.0,3.0,3.0,0.0,0.0,"0,@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR Štai kodėl yra juodaodžiai ir negrai"
187.0,3.0,0.0,3.0,0.0,1.0,"@Master11_: @20ToLife_ @GabrielaStarr Kaip tu galėjai man taip pasielgti, kalė? Galingas"
188.0,3.0,0.0,1.0,2.0,2.0,"@MaxMayo77: http://t.co/3Jk4kR44X3 susierzinęs vaikinas praeina. Aš laižyčiau jo purvinus padus, kol jis miegojo."
189.0,3.0,0.0,1.0,2.0,2.0,@MaxMayo77: http://t.co/PrrskknqRv mėgstu bernužėlį su minkštais ilgais padais
190.0,3.0,0.0,1.0,2.0,2.0,@MaxMayo77: http://t.co/XpSC3makgJ seksualus vaikinas su karštais padais ir skliautais.
194.0,3.0,0.0,3.0,0.0,1.0,"@Miikito_x3: Mikikita: Toto reiškia užpakalį ar vaginą? Manau, kad putė, nes Toto santi yra kaip šlykšti putė"
195.0,3.0,0.0,3.0,0.0,1.0,"@MikelaHenry: o kas, jei jis iš tikrųjų pasirinks šlykščią kalę, o ne tave? &#58381;Jos užpakalis turi būti storas!"
198.0,6.0,0.0,0.0,6.0,2.0,"@MotherJones: 10 paukščių, kurių dėl klimato kaitos jūsų anūkai galbūt niekada nepamatys http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm #Klimatas"
203.0,3.0,0.0,2.0,1.0,1.0,@Nicholas_ted33: Kobe stay talking trash. Bet nepamirškime http://t.co/VH4tnEkvTP @J_Austin12 Norėjau tai padaryti. Smh.
205.0,3.0,0.0,3.0,0.0,1.0,"@No_FAKINGG: Žmonės manęs visada klausia, su kuo esu maišytas. She a bad asian bitch lol"
207.0,3.0,0.0,1.0,2.0,2.0,@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters namai įsivaizduojamoms šiukšlėms&#8221; WHOA CHILL
208.0,6.0,0.0,5.0,1.0,1.0,"@OfficialReplay: ...jei esi pavargęs, tylėk ir eik miegoti, hoe!"
209.0,3.0,0.0,3.0,0.0,1.0,@PRAYINGFORHEAD: &#8220;@macklemroe: Nustok vestis keistus negrus į mano menesius! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK
210.0,3.0,0.0,3.0,0.0,1.0,@PRETTyBOSs_BRAt: Mes nemylime šių hoes &#128080;&#128581;
212.0,3.0,0.0,3.0,0.0,1.0,"@Patsfanjoe32: @d_palomino52 Manau, kad blogiausias patarimas, kurį tau daviau, buvo  nebūk putinas ir pagreitink lol"
213.0,3.0,0.0,3.0,0.0,1.0,@PoemsPorn: pacituok šį tviterį su savo mėgstamiausiu gyvūnu. pussy
214.0,3.0,0.0,3.0,0.0,1.0,"@Poetic_Success: Nekenčiu, kai striptizo šokėjos sako, kad jos yra šokėjos. Hoe, baleto šokėjos nešokinėja savo putės pagal Beethoveną. Tu esi STRIPERĖ!"
215.0,3.0,0.0,3.0,0.0,1.0,@Poffalicious: Andrewbryant: Poff po 2 alaus turi dvigubą regėjimą
216.0,3.0,0.0,3.0,0.0,1.0,@Poobie_: Kai kalės TWERK kompiuteryje....
217.0,3.0,0.0,3.0,0.0,1.0,"@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, TAI yra menas. http://t.co/EPHRWxMBHr&#8221; niekas neima jo kalės!"
218.0,3.0,0.0,1.0,2.0,2.0,@QUAN1T0: 61 proc. gerovės ir (arba) valstybės pagalbos prašo baltaodžiai. So y'all black slander is trash now.
219.0,3.0,0.0,3.0,0.0,1.0,"@QUAN1T0: Šioms kalėms nerūpi, jos tiesiog vaidina šį vaidmenį."
220.0,6.0,0.0,6.0,0.0,1.0,"@Queen_Kaaat: Prireikė laiko, kol mane suradote, bet aš pasislėpiau Liepoje."
226.0,3.0,0.0,3.0,0.0,1.0,"@RiahSM: #hoesaintloyal na, jos yra prostitutės, niekas nesitiki, kad jos bus lojalios"
231.0,3.0,1.0,2.0,0.0,1.0,"@Samirahusic_: Nenoriu užsiimti seksu su savo gf, nes jaučiuosi taip, lyg ją išnaudočiau... - Anonimiškas Whata faggot"
232.0,3.0,0.0,3.0,0.0,1.0,"@SexualGxfs: Vienas iš tavo sekėjų su šiuo &#128525;&#128553; http://t.co/F1TJl9xnCT @ kas nors, suka, jei ne"
238.0,3.0,0.0,3.0,0.0,1.0,"@Shun_stokes: Mano pusbrolis sakė, kad dalijasi prostitutėmis su savo broliais. Jis sakė, kad dalytis yra rūpintis ir kad jis myli savo brolius &#128514;"
241.0,3.0,0.0,3.0,0.0,1.0,"@SnakecharmsDump: http://t.co/4b427dQZCV o taip, dulkinti tą kalę"
242.0,3.0,0.0,1.0,2.0,2.0,@SportsCenter: Eli Manningas ką tik įmetė 27-ąjį perimtą kamuolį šį sezoną NFL lygoje. Lmao trash
243.0,3.0,0.0,1.0,2.0,2.0,@SportsCenter: USC vyresnysis RB Anthony Brownas vyriausiąjį trenerį Steve'ą Sarkisianą pavadino rasistu ir pasitraukė iš komandos. &#187; http://t.co/JOOsdSubIR jis yra šunsnukis
244.0,3.0,0.0,3.0,0.0,1.0,@StellaTex: Spėkite ką? Aš taip pat neturiu laiko tavo vyriškiems plepalams! Adios! Stfu pussy
246.0,3.0,0.0,3.0,0.0,1.0,"@Strap__: Aš nesidalinu jokia kalė, jei tu mines tu mines &#128175;"
247.0,3.0,0.0,3.0,0.0,1.0,@SukMySweetness: pinigai daro įspūdį tik paprastoms suluošintoms kalėms
248.0,3.0,0.0,2.0,1.0,1.0,"@Sylvieamx: #Pisces niekada nebus niekieno kalė, jie neleidžia žmonėms jų kontroliuoti ar keisti. Rigghhhht"
254.0,3.0,0.0,3.0,0.0,1.0,"@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam @ ją, nebūk jokia kalė. @ ją, nebūk jokia kalė."
257.0,3.0,0.0,3.0,0.0,1.0,@TheNymphoTweets: Hickies tarp šlaunų prie pat jos putės &gt;&gt;&gt;&gt; Jos tik teisinga
258.0,3.0,0.0,3.0,0.0,1.0,"@TheOneMiss_Luu: Ar vis dar mylėsi mane, kai nebebūsiu jauna ir graži? Ne. šlykštus beždžionių užpakalis."
261.0,3.0,0.0,3.0,0.0,1.0,"@The_Realist_Sam: @Madrid2_ taip, aš savo iPad. Šį penktadienį nedirbu. Duokim į balą šitą piderastą @TropicalBlanket aš dirbu 2-5"
262.0,3.0,0.0,1.0,2.0,2.0,@Theo17100: http://t.co/BYj1HOyhmG šis skalsus vaikinas gautų
264.0,3.0,0.0,2.0,1.0,1.0,@TheoMaxximus: Chrus vis dar supahot tho *prieina prie mokytojos su kontroliniu darbu ir įkiša jį į tos kalės galvą* http://t.co/nb5VgdssgI
265.0,3.0,0.0,3.0,0.0,1.0,@Thornton25: &#8220;@KantKeepAhBYTCH: Aš mėgstu valgyti putę lol Niekada nesu sotus lol&#8221; Galiu tą šūdą valgyti amžinai lol ir visada.
270.0,3.0,0.0,3.0,0.0,1.0,@TweetGameLazy: galiu važiuoti tavo kalė be vairo
271.0,3.0,0.0,3.0,0.0,1.0,"@TyJonCuffee: Ir jei tu nesi motera, išlipk iš mano traphoussseeeee"
272.0,3.0,0.0,0.0,3.0,2.0,"@UberFacts: http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0ned stark was the man 15 liūdnų TV personažų mirčių, dėl kurių vis dar karščiuojamės... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0 ned stark was the man"
273.0,3.0,0.0,3.0,0.0,1.0,@UnHoly_Jack: Šios uosto kalės yra visos Party Bus hoes Lol visos?
276.0,3.0,0.0,3.0,0.0,1.0,@VineForTheByrd: pakeliui dulkinti tavo kalę https://t.co/4lMTFNL2iy
277.0,3.0,0.0,0.0,3.0,2.0,"@WBUR: kontrabandininkas paaiškina, kaip jis padėjo kovotojams Džihado greitkelyje: http://t.co/UX4anxeAwd"
278.0,3.0,0.0,3.0,0.0,1.0,@WBeezy_: @QuaTheGreat: Aww jų avis atrodo taip mielai kartu &#128145; http://t.co/9lPorCb8w0 &#128128;&#128128;&#128128;&#128128; ar aš turiu gauti Ike avi ant šios kalės ?
283.0,3.0,0.0,3.0,0.0,1.0,@X_XPDOTJDOT: Beveik turiu saugoti savo tweets... persekiotojai yra erzinantys tu turi tą dope dick. Drive these bitches loco
286.0,3.0,0.0,3.0,0.0,1.0,@YEHits_Von: &#8220;@Run_DRC: Aš turiu būti kalė&#8221; tu esi &#128514;&#128514;&#128514;&#128514; sike naw Todėl mes visada mušamės &#128514;
287.0,3.0,0.0,0.0,3.0,2.0,@Yankees: #Yankees bando atsitiesti 9-ojo kėlinio pabaigoje. #RALLYCAP
289.0,3.0,1.0,2.0,0.0,1.0,"@YoungRicooo: Su gimtadieniu, kalė nigga @WexicanAfro702 Ačiū, kolega"
290.0,3.0,0.0,3.0,0.0,1.0,"@YoungRicooo: Liūdna žinoti, kad dauguma hoes nenorės su tavimi dulkintis, nes tu neturi krūvų. Palauk iki penktadienio"
292.0,3.0,0.0,3.0,0.0,1.0,"@ZoeBarton3: @h0rheyd ewww Aš tai pasakiau praėjusį sekmadienį..kaip ir paskutinį sekmadienį, kai ten buvau. Perskaityk dar kartą nigs&#128563;&#128563;&#128563;&#128563;&#128563;&#128563;"
293.0,4.0,1.0,3.0,0.0,1.0,"@_BaDa_Bing: Aš tik daužau tikrus negrus į veidą, nes pussy nigga man trenks atgal Stiprus muštis arba purtyti.."
295.0,4.0,0.0,4.0,0.0,1.0,"@_GeeWillikers_: Užpakalio pliaukštelėjimas yra vienas didžiausių dalykų. Haha. &#128527; Aš trenkiau merginai per užpakalį. . Ji supyko, kad savaitę negausiu putės"
299.0,3.0,0.0,3.0,0.0,1.0,"@__sneakyb: Nekenčiu, kai berniukai neigia, kad turi kales &#128080;&#128553; smh"
302.0,3.0,0.0,3.0,0.0,1.0,"@_iwantfranny: Jis yra motušė , aš negaliu"
306.0,3.0,1.0,2.0,0.0,1.0,@_simplycaitlin: kodėl mano draugai manęs nekenčia? Nes tu esi ratchet hoe.
308.0,3.0,0.0,3.0,0.0,1.0,@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK sexy as fuck scally lad. Norėčiau susitikti su juo ir jo treneriais.
310.0,3.0,0.0,3.0,0.0,1.0,@alejandra_p13: Šios kalės myli Sosa
312.0,3.0,0.0,3.0,0.0,1.0,"@allisonnamaya_: Kaip turėčiau pavadinti savo katę, idėjos? Mr pussy"
315.0,3.0,0.0,3.0,0.0,1.0,"@analicialouise: Tevinas yra mano mėgstamiausias antrakursis, manau, kad jis toks juokingas Hes tikrai ne. Lmaoo jis yra maža mergaitė"
317.0,3.0,2.0,1.0,0.0,0.0,"@ashlingwilde: @ItsNotAdam ar nuobodžiaujantis turėtų būti mielas, tu piderastas? Kartais"
318.0,3.0,0.0,0.0,3.0,2.0,@ayyee_ceee_: Vienas žmogus šiukšlė &#128686; yra kito žmogaus lobis &#127942;
319.0,3.0,0.0,3.0,0.0,1.0,"@babineaux_: I don't got no type. Blogos kalės yra vienintelis dalykas, kuris man patinka. *Iongotnotype"
320.0,3.0,2.0,1.0,0.0,0.0,"@bigbootybishopp: @white_thunduh lassen cc , treneris nori manęs Aš tai jaučiu, tu gausi daugiau mano nig neabejoju"
321.0,3.0,0.0,3.0,0.0,1.0,"@bleedingtrap: dievo dantys , auksinė grandinėlė"
323.0,3.0,0.0,3.0,0.0,1.0,"@chieflottahoes: Mes juos vadiname ritininkais, o Čirake mes juos vadiname thots. Visoje Amerikoje jie buvo vadinami hoe."
324.0,3.0,0.0,3.0,0.0,1.0,"@clayton_jenn99: Pasiilgsiu tos kalės autobuso vairuotojos... ne, nepasiilsi. Nemeluok"
325.0,3.0,0.0,3.0,0.0,1.0,"@coltforty2Gone: nekenčiu, kai kalės bando tave įstumti į draugų zoną. kalė aš bandau pelnyti įvartį įstumk mane į vartų zoną &#128293;&#128293;&#128293; ON. MANO. SOUL!"
326.0,3.0,0.0,1.0,2.0,2.0,"@complex_uk: Ashley Youngas bandė paneigti, kad į jo burną pateko paukščio s*** ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM hahaha"
329.0,3.0,1.0,2.0,0.0,1.0,"@demi_eggleton: o mano dieve, aš myliu Victoria Mitchell visos mano kalės mane myli"
330.0,3.0,0.0,3.0,0.0,1.0,"@djsliime:  Tas ilgas atstumas šūdas wack aš žinojau, kad ta kalė apgaudinėja - uh oh"
331.0,3.0,0.0,3.0,0.0,1.0,@fIirting: Jis tai daro teisingai &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC ne kalės smh
333.0,3.0,1.0,2.0,0.0,1.0,"@fuckcamoclark: Rožės yra raudonos, violetinės - mėlynos, o nigeriai - juodi, tu žinai, kad tai tiesa. @dylan72892"
334.0,3.0,0.0,0.0,3.0,2.0,"@g0rillaz0e: Sėdžiu ant palangės, langas atidarytas, paukštis bando įskristi. Nusišypsojo jam. #ProtectTheAnimals @peta"
336.0,3.0,0.0,0.0,3.0,2.0,"@greggutfeld: vaizdo įrašas, iš kurio tikriausiai tyčiosis visa žiniasklaida. http://t.co/XFr1cRXWSm I am such a crybaby"
338.0,3.0,0.0,3.0,0.0,1.0,"@haitian__goLd: Timas Tebovas buvo atleistas iš visų NFL komandų, kuriose žaidė, ir jau turi daugiau merginų nei aš Starkvilyje. Smh. &#128514;&#128514;&#128514;&#128514;"
341.0,3.0,0.0,0.0,3.0,2.0,@hxhassan: Kuveito oro uoste suimtas džihadistų globėjas Hadžadžas al-Ajmi https://t.co/ZmloKfWDQl
344.0,3.0,0.0,3.0,0.0,1.0,"@iDntWearCondoms: Žiūrėk, kaip moterys bando ginčytis su manimi, tarsi jos turėtų penį ir iš tikrųjų prieš tai dulkino kokią nors putę Nekenčiu, kai kalės taip daro"
345.0,3.0,0.0,3.0,0.0,1.0,"@iLGDaily: Ir rūkyk žolę viešoje vietoje, fuck cops man, daryk, ką nori, jie tavęs neturi, bėk, jei jie ateis Ar tu esi atsilikęs?"
349.0,3.0,0.0,3.0,0.0,1.0,@jSadass: garsiai kalės mane erzina
350.0,4.0,0.0,4.0,0.0,1.0,@jacaxeltlu: Galų gale kiekviena kalė virsta ta moteryte. # Truuuu
351.0,3.0,0.0,3.0,0.0,1.0,"@jaimescudi_: @Tonybthrz_: @jaimescudi_: Prisiekiu, jei oomf rytoj pabandys su manimi pasikalbėti... @ @BarackObama pussy"
352.0,3.0,0.0,3.0,0.0,1.0,"@jama_jam: Jūs, kalės, apsimeskite, kad esate išprotėjusios TF... Jūs niekada nemeluojate..."
354.0,3.0,2.0,1.0,0.0,0.0,@jayswaggkillah: Jackies a retard #blondeproblems Aš bent jau galiu pasigaminti keptą sūrį!
356.0,3.0,0.0,0.0,3.0,2.0,@jethromass: Nuotrauka: http://t.co/CxRs5BVhPw jis yra vieninteliame danguje
